Series_reference,Period,Data_value,UNITS
BDCQ.SF1FF1CS,2020.12,29042.299,Dollars
BDCQ.SF1FF1CS,2021.03,30129.766,Dollars
BDCQ.SF1FF1CS,2021.06,31046.101,Dollars
BDCQ.SF1FF1CT,2016.06,23617.473,Dollars
BDCQ.SF1FF1CT,2016.09,23851.459,Dollars
BDCQ.SF1FF1CT,2016.12,24245.85,Dollars
BDCQ.SF1FF1CT,2017.03,24727.069,Dollars
BDCQ.SF1FF1CT,2017.06,25088.759,Dollars
BDCQ.SF1FF1CT,2017.09,25449.389,Dollars
BDCQ.SF1FF1CT,2017.12,25911.099,Dollars
BDCQ.SF1FF1CT,2018.03,26376.08,Dollars
BDCQ.SF1FF1CT,2018.06,26875.508,Dollars
BDCQ.SF1FF1CT,2018.09,27359.936,Dollars
BDCQ.SF1FF1CT,2018.12,27672.794,Dollars
BDCQ.SF1FF1CT,2019.03,27775.198,Dollars
BDCQ.SF1FF1CT,2019.06,27787.147,Dollars
BDCQ.SF1FF1CT,2019.09,27916.437,Dollars
BDCQ.SF1FF1CT,2019.12,28146.839,Dollars
BDCQ.SF1FF1CT,2020.03,28457.525,Dollars
BDCQ.SF1FF1CT,2020.06,,Dollars
BDCQ.SF1FF1CT,2020.09,29339.107,Dollars
BDCQ.SF1FF1CT,2020.12,29586.813,Dollars
BDCQ.SF1FF1CT,2021.03,30183.42,Dollars
BDCQ.SF1FF1CT,2021.06,30883.91,Dollars
BDCQ.SF1FFCA,2016.06,23406.009,Dollars
BDCQ.SF1FFCA,2016.09,23994.212,Dollars
BDCQ.SF1FFCA,2016.12,25705.259,Dollars
BDCQ.SF1FFCA,2017.03,23310.026,Dollars
BDCQ.SF1FFCA,2017.06,24840.66,Dollars
BDCQ.SF1FFCA,2017.09,25475.251,Dollars
BDCQ.SF1FFCA,2017.12,27896.872,Dollars
BDCQ.SF1FFCA,2018.03,24728.334,Dollars
BDCQ.SF1FFCA,2018.06,26645.783,Dollars
BDCQ.SF1FFCA,2018.09,27695.288,Dollars
BDCQ.SF1FFCA,2018.12,29271.97,Dollars
BDCQ.SF1FFCA,2019.03,26038.196,Dollars
BDCQ.SF1FFCA,2019.06,27624.213,Dollars
BDCQ.SF1FFCA,2019.09,28200.644,Dollars
BDCQ.SF1FFCA,2019.12,29838.982,Dollars
BDCQ.SF1FFCA,2020.03,26520.993,Dollars
BDCQ.SF1FFCA,2020.06,24951.225,Dollars
BDCQ.SF1FFCA,2020.09,29794.725,Dollars
BDCQ.SF1FFCA,2020.12,30657.717,Dollars
BDCQ.SF1FFCA,2021.03,28146.432,Dollars
BDCQ.SF1FFCA,2021.06,30996.44,Dollars
BDCQ.SF1FFCS,2016.06,23654.538,Dollars
BDCQ.SF1FFCS,2016.09,23833.18,Dollars
BDCQ.SF1FFCS,2016.12,24212.066,Dollars
BDCQ.SF1FFCS,2017.03,24783.751,Dollars
BDCQ.SF1FFCS,2017.06,25080.682,Dollars
BDCQ.SF1FFCS,2017.09,25247.153,Dollars
BDCQ.SF1FFCS,2017.12,26307.829,Dollars
BDCQ.SF1FFCS,2018.03,26353.434,Dollars
BDCQ.SF1FFCS,2018.06,26852.297,Dollars
BDCQ.SF1FFCS,2018.09,27404.59,Dollars
BDCQ.SF1FFCS,2018.12,27644.276,Dollars
BDCQ.SF1FFCS,2019.03,27813.464,Dollars
BDCQ.SF1FFCS,2019.06,27765.874,Dollars
BDCQ.SF1FFCS,2019.09,27876.363,Dollars
BDCQ.SF1FFCS,2019.12,28230.066,Dollars
BDCQ.SF1FFCS,2020.03,28366.342,Dollars
BDCQ.SF1FFCS,2020.06,25026.501,Dollars
BDCQ.SF1FFCS,2020.09,29436.119,Dollars
BDCQ.SF1FFCS,2020.12,29042.299,Dollars
BDCQ.SF1FFCS,2021.03,30129.766,Dollars
BDCQ.SF1FFCS,2021.06,31046.101,Dollars
BDCQ.SF1FFCT,2016.06,23617.473,Dollars
BDCQ.SF1FFCT,2016.09,23851.459,Dollars
BDCQ.SF1FFCT,2016.12,24245.85,Dollars
BDCQ.SF1FFCT,2017.03,24727.069,Dollars
BDCQ.SF1FFCT,2017.06,25088.759,Dollars
BDCQ.SF1FFCT,2017.09,25449.389,Dollars
BDCQ.SF1FFCT,2017.12,25911.099,Dollars
BDCQ.SF1FFCT,2018.03,26376.08,Dollars
BDCQ.SF1FFCT,2018.06,26875.508,Dollars
BDCQ.SF1FFCT,2018.09,27359.936,Dollars
BDCQ.SF1FFCT,2018.12,27672.794,Dollars
BDCQ.SF1FFCT,2019.03,27775.198,Dollars
BDCQ.SF1FFCT,2019.06,27787.147,Dollars
BDCQ.SF1FFCT,2019.09,27916.437,Dollars
BDCQ.SF1FFCT,2019.12,28146.839,Dollars
BDCQ.SF1FFCT,2020.03,28457.525,Dollars
BDCQ.SF1FFCT,2020.06,,Dollars
BDCQ.SF1FFCT,2020.09,29339.107,Dollars
BDCQ.SF1FFCT,2020.12,29586.813,Dollars
BDCQ.SF1FFCT,2021.03,30183.42,Dollars
BDCQ.SF1FFCT,2021.06,30883.91,Dollars
BDCQ.SF1GH1CA,2017.09,18374.424,Dollars
BDCQ.SF1GH1CA,2017.12,21112.477,Dollars
BDCQ.SF1GH1CA,2018.03,18994.22,Dollars
BDCQ.SF1GH1CA,2018.06,19160.244,Dollars
BDCQ.SF1GH1CA,2018.09,19156.117,Dollars
BDCQ.SF1GH1CA,2018.12,21992.054,Dollars
BDCQ.SF1GH1CA,2019.03,19685.968,Dollars
BDCQ.SF1GH1CA,2019.06,19810.531,Dollars
BDCQ.SF1GH1CA,2019.09,19877.469,Dollars
BDCQ.SF1GH1CA,2019.12,22705.92,Dollars
BDCQ.SF1GH1CA,2020.03,20640.323,Dollars
BDCQ.SF1GH1CA,2020.06,17775.1,Dollars
BDCQ.SF1GH1CA,2020.09,21852.753,Dollars
BDCQ.SF1GH1CA,2020.12,24227.653,Dollars
BDCQ.SF1GH1CA,2021.03,22139.988,Dollars
BDCQ.SF1GH1CA,2021.06,23093.672,Dollars
BDCQ.SF1GH1CS,2017.09,19090.613,Dollars
BDCQ.SF1GH1CS,2017.12,19370.815,Dollars
BDCQ.SF1GH1CS,2018.03,19466.41,Dollars
BDCQ.SF1GH1CS,2018.06,19712.875,Dollars
BDCQ.SF1GH1CS,2018.09,19908.042,Dollars
BDCQ.SF1GH1CS,2018.12,20174.697,Dollars
BDCQ.SF1GH1CS,2019.03,20174.323,Dollars
BDCQ.SF1GH1CS,2019.06,20384.579,Dollars
BDCQ.SF1GH1CS,2019.09,20656.083,Dollars
BDCQ.SF1GH1CS,2019.12,20830.997,Dollars
BDCQ.SF1GH1CS,2020.03,21147.413,Dollars
BDCQ.SF1GH1CS,2020.06,18298.089,Dollars
BDCQ.SF1GH1CS,2020.09,22697.165,Dollars
BDCQ.SF1GH1CS,2020.12,22235.183,Dollars
BDCQ.SF1GH1CS,2021.03,22677.834,Dollars
BDCQ.SF1GH1CS,2021.06,23779.816,Dollars
BDCQ.SF1GH1CT,2017.09,19146.074,Dollars
BDCQ.SF1GH1CT,2017.12,19317.252,Dollars
BDCQ.SF1GH1CT,2018.03,19505.887,Dollars
BDCQ.SF1GH1CT,2018.06,19689.015,Dollars
BDCQ.SF1GH1CT,2018.09,19941.914,Dollars
BDCQ.SF1GH1CT,2018.12,20114.768,Dollars
BDCQ.SF1GH1CT,2019.03,20220.364,Dollars
BDCQ.SF1GH1CT,2019.06,20385.2,Dollars
BDCQ.SF1GH1CT,2019.09,20627.011,Dollars
BDCQ.SF1GH1CT,2019.12,20855.837,Dollars
BDCQ.SF1GH1CT,2020.03,21140.613,Dollars
BDCQ.SF1GH1CT,2020.06,,Dollars
BDCQ.SF1GH1CT,2020.09,,Dollars
BDCQ.SF1GH1CT,2020.12,22271.05,Dollars
BDCQ.SF1GH1CT,2021.03,22633.567,Dollars
BDCQ.SF1GH1CT,2021.06,,Dollars
BDCQ.SF1GH2CA,2017.09,3570.189,Dollars
BDCQ.SF1GH2CA,2017.12,4062.285,Dollars
BDCQ.SF1GH2CA,2018.03,4131.369,Dollars
BDCQ.SF1GH2CA,2018.06,3755.582,Dollars
BDCQ.SF1GH2CA,2018.09,3658.582,Dollars
BDCQ.SF1GH2CA,2018.12,4320.651,Dollars
BDCQ.SF1GH2CA,2019.03,4288.873,Dollars
BDCQ.SF1GH2CA,2019.06,3887.467,Dollars
BDCQ.SF1GH2CA,2019.09,3898.683,Dollars
BDCQ.SF1GH2CA,2019.12,4492.364,Dollars
BDCQ.SF1GH2CA,2020.03,4153.621,Dollars
BDCQ.SF1GH2CA,2020.06,2276.721,Dollars
BDCQ.SF1GH2CA,2020.09,3699.215,Dollars
BDCQ.SF1GH2CA,2020.12,4276.991,Dollars
BDCQ.SF1GH2CA,2021.03,4180.847,Dollars
BDCQ.SF1GH2CA,2021.06,4388.338,Dollars
BDCQ.SF1GH2CS,2017.09,3812.037,Dollars
BDCQ.SF1GH2CS,2017.12,3854.372,Dollars
BDCQ.SF1GH2CS,2018.03,3919.86,Dollars
BDCQ.SF1GH2CS,2018.06,3911.772,Dollars
BDCQ.SF1GH2CS,2018.09,3936.525,Dollars
BDCQ.SF1GH2CS,2018.12,4076.13,Dollars
BDCQ.SF1GH2CS,2019.03,4109.161,Dollars
BDCQ.SF1GH2CS,2019.06,3999.389,Dollars
BDCQ.SF1GH2CS,2019.09,4219.677,Dollars
BDCQ.SF1GH2CS,2019.12,4225.144,Dollars
BDCQ.SF1GH2CS,2020.03,4028.698,Dollars
BDCQ.SF1GH2CS,2020.06,2303.377,Dollars
BDCQ.SF1GH2CS,2020.09,4028.677,Dollars
BDCQ.SF1GH2CS,2020.12,4021.879,Dollars
BDCQ.SF1GH2CS,2021.03,4089.323,Dollars
BDCQ.SF1GH2CS,2021.06,4385.896,Dollars
BDCQ.SF1GH2CT,2017.09,3819.756,Dollars
BDCQ.SF1GH2CT,2017.12,3862.339,Dollars
BDCQ.SF1GH2CT,2018.03,3904.944,Dollars
BDCQ.SF1GH2CT,2018.06,3913.564,Dollars
BDCQ.SF1GH2CT,2018.09,3958.806,Dollars
BDCQ.SF1GH2CT,2018.12,4059.763,Dollars
BDCQ.SF1GH2CT,2019.03,4082.856,Dollars
BDCQ.SF1GH2CT,2019.06,4095.214,Dollars
BDCQ.SF1GH2CT,2019.09,4180.647,Dollars
BDCQ.SF1GH2CT,2019.12,4219.265,Dollars
BDCQ.SF1GH2CT,2020.03,,Dollars
BDCQ.SF1GH2CT,2020.06,,Dollars
BDCQ.SF1GH2CT,2020.09,4058.691,Dollars
BDCQ.SF1GH2CT,2020.12,4023.113,Dollars
BDCQ.SF1GH2CT,2021.03,4088.203,Dollars
BDCQ.SF1GH2CT,2021.06,4127.885,Dollars
BDCQ.SF1GHCA,2017.09,21944.613,Dollars
BDCQ.SF1GHCA,2017.12,25174.762,Dollars
BDCQ.SF1GHCA,2018.03,23125.589,Dollars
BDCQ.SF1GHCA,2018.06,22915.826,Dollars
BDCQ.SF1GHCA,2018.09,22814.699,Dollars
BDCQ.SF1GHCA,2018.12,26312.705,Dollars
BDCQ.SF1GHCA,2019.03,23974.841,Dollars
BDCQ.SF1GHCA,2019.06,23697.998,Dollars
BDCQ.SF1GHCA,2019.09,23776.153,Dollars
BDCQ.SF1GHCA,2019.12,27198.284,Dollars
BDCQ.SF1GHCA,2020.03,24793.944,Dollars
BDCQ.SF1GHCA,2020.06,20051.821,Dollars
BDCQ.SF1GHCA,2020.09,25551.967,Dollars
BDCQ.SF1GHCA,2020.12,28504.644,Dollars
BDCQ.SF1GHCA,2021.03,26320.835,Dollars
BDCQ.SF1GHCA,2021.06,27482.01,Dollars
BDCQ.SF1GHCS,2017.09,22980.172,Dollars
BDCQ.SF1GHCS,2017.12,23332.02,Dollars
BDCQ.SF1GHCS,2018.03,23424.954,Dollars
BDCQ.SF1GHCS,2018.06,23596.17,Dollars
BDCQ.SF1GHCS,2018.09,23815.933,Dollars
BDCQ.SF1GHCS,2018.12,24307.364,Dollars
BDCQ.SF1GHCS,2019.03,24412.49,Dollars
BDCQ.SF1GHCS,2019.06,24346.134,Dollars
BDCQ.SF1GHCS,2019.09,24755.707,Dollars
BDCQ.SF1GHCS,2019.12,25088.065,Dollars
BDCQ.SF1GHCS,2020.03,25004.889,Dollars
BDCQ.SF1GHCS,2020.06,20577.605,Dollars
BDCQ.SF1GHCS,2020.09,26508.527,Dollars
BDCQ.SF1GHCS,2020.12,26270.28,Dollars
BDCQ.SF1GHCS,2021.03,27040.289,Dollars
BDCQ.SF1GHCS,2021.06,28108.82,Dollars
BDCQ.SF1GHCT,2017.09,23017.775,Dollars
BDCQ.SF1GHCT,2017.12,23272.45,Dollars
BDCQ.SF1GHCT,2018.03,23456.034,Dollars
BDCQ.SF1GHCT,2018.06,23603.094,Dollars
BDCQ.SF1GHCT,2018.09,23881.181,Dollars
BDCQ.SF1GHCT,2018.12,24212.386,Dollars
BDCQ.SF1GHCT,2019.03,24372.441,Dollars
BDCQ.SF1GHCT,2019.06,24468.373,Dollars
BDCQ.SF1GHCT,2019.09,24777.754,Dollars
BDCQ.SF1GHCT,2019.12,24942.541,Dollars
BDCQ.SF1GHCT,2020.03,,Dollars
BDCQ.SF1GHCT,2020.06,,Dollars
BDCQ.SF1GHCT,2020.09,,Dollars
BDCQ.SF1GHCT,2020.12,,Dollars
BDCQ.SF1GHCT,2021.03,,Dollars
BDCQ.SF1GHCT,2021.06,,Dollars
BDCQ.SF1II1CA,2016.06,7024.368,Dollars
BDCQ.SF1II1CA,2016.09,7233.169,Dollars
BDCQ.SF1II1CA,2016.12,7717.537,Dollars
BDCQ.SF1II1CA,2017.03,7597.414,Dollars
BDCQ.SF1II1CA,2017.06,7365.659,Dollars
BDCQ.SF1II1CA,2017.09,7386.538,Dollars
BDCQ.SF1II1CA,2017.12,8080.842,Dollars
BDCQ.SF1II1CA,2018.03,8009.297,Dollars
BDCQ.SF1II1CA,2018.06,7680.003,Dollars
BDCQ.SF1II1CA,2018.09,7871.432,Dollars
BDCQ.SF1II1CA,2018.12,8432.733,Dollars
BDCQ.SF1II1CA,2019.03,8288.146,Dollars
BDCQ.SF1II1CA,2019.06,8208.005,Dollars
BDCQ.SF1II1CA,2019.09,8135.532,Dollars
BDCQ.SF1II1CA,2019.12,8710.524,Dollars
BDCQ.SF1II1CA,2020.03,7937.651,Dollars
BDCQ.SF1II1CA,2020.06,5548.719,Dollars
BDCQ.SF1II1CA,2020.09,6502.729,Dollars
BDCQ.SF1II1CA,2020.12,7107.32,Dollars
BDCQ.SF1II1CA,2021.03,6958.335,Dollars
BDCQ.SF1II1CA,2021.06,7677.735,Dollars
BDCQ.SF1II1CS,2016.06,7196.351,Dollars
BDCQ.SF1II1CS,2016.09,7424.632,Dollars
BDCQ.SF1II1CS,2016.12,7424.681,Dollars
BDCQ.SF1II1CS,2017.03,7518.604,Dollars
BDCQ.SF1II1CS,2017.06,7565.183,Dollars
BDCQ.SF1II1CS,2017.09,7564.583,Dollars
BDCQ.SF1II1CS,2017.12,7754.03,Dollars
BDCQ.SF1II1CS,2018.03,7956.368,Dollars
BDCQ.SF1II1CS,2018.06,7888.571,Dollars
BDCQ.SF1II1CS,2018.09,8056.179,Dollars
BDCQ.SF1II1CS,2018.12,8061.502,Dollars
BDCQ.SF1II1CS,2019.03,8275.869,Dollars
BDCQ.SF1II1CS,2019.06,8420.521,Dollars
BDCQ.SF1II1CS,2019.09,8326.001,Dollars
BDCQ.SF1II1CS,2019.12,8297.543,Dollars
BDCQ.SF1II1CS,2020.03,7967.073,Dollars
BDCQ.SF1II1CS,2020.06,5682.78,Dollars
BDCQ.SF1II1CS,2020.09,6654.689,Dollars
BDCQ.SF1II1CS,2020.12,6752.05,Dollars
BDCQ.SF1II1CS,2021.03,7012.417,Dollars
BDCQ.SF1II1CS,2021.06,7853.863,Dollars
BDCQ.SF1II1CT,2016.06,7235.277,Dollars
BDCQ.SF1II1CT,2016.09,7372.259,Dollars
BDCQ.SF1II1CT,2016.12,7458.701,Dollars
BDCQ.SF1II1CT,2017.03,7508.223,Dollars
BDCQ.SF1II1CT,2017.06,7547.776,Dollars
BDCQ.SF1II1CT,2017.09,7595.01,Dollars
BDCQ.SF1II1CT,2017.12,7761.804,Dollars
BDCQ.SF1II1CT,2018.03,7898.466,Dollars
BDCQ.SF1II1CT,2018.06,7954.892,Dollars
BDCQ.SF1II1CT,2018.09,7999.713,Dollars
BDCQ.SF1II1CT,2018.12,8109.236,Dollars
BDCQ.SF1II1CT,2019.03,8267.844,Dollars
BDCQ.SF1II1CT,2019.06,8385.666,Dollars
BDCQ.SF1II1CT,2019.09,8375.44,Dollars
BDCQ.SF1II1CT,2019.12,8236.956,Dollars
BDCQ.SF1II1CT,2020.03,8015.82,Dollars
BDCQ.SF1II1CT,2020.06,,Dollars
BDCQ.SF1II1CT,2020.09,,Dollars
BDCQ.SF1II1CT,2020.12,,Dollars
BDCQ.SF1II1CT,2021.03,7044.889,Dollars
BDCQ.SF1II1CT,2021.06,,Dollars
BDCQ.SF1IICA,2016.06,7024.368,Dollars
BDCQ.SF1IICA,2016.09,7233.169,Dollars
BDCQ.SF1IICA,2016.12,7717.537,Dollars
BDCQ.SF1IICA,2017.03,7597.414,Dollars
BDCQ.SF1IICA,2017.06,7365.659,Dollars
BDCQ.SF1IICA,2017.09,7386.538,Dollars
BDCQ.SF1IICA,2017.12,8080.842,Dollars
BDCQ.SF1IICA,2018.03,8009.297,Dollars
BDCQ.SF1IICA,2018.06,7680.003,Dollars
BDCQ.SF1IICA,2018.09,7871.432,Dollars
BDCQ.SF1IICA,2018.12,8432.733,Dollars
BDCQ.SF1IICA,2019.03,8288.146,Dollars
BDCQ.SF1IICA,2019.06,8208.005,Dollars
BDCQ.SF1IICA,2019.09,8135.532,Dollars
BDCQ.SF1IICA,2019.12,8710.524,Dollars
BDCQ.SF1IICA,2020.03,7937.651,Dollars
BDCQ.SF1IICA,2020.06,5548.719,Dollars
BDCQ.SF1IICA,2020.09,6502.729,Dollars
BDCQ.SF1IICA,2020.12,7107.32,Dollars
BDCQ.SF1IICA,2021.03,6958.335,Dollars
BDCQ.SF1IICA,2021.06,7677.735,Dollars
BDCQ.SF1IICS,2016.06,7196.351,Dollars
BDCQ.SF1IICS,2016.09,7424.632,Dollars
BDCQ.SF1IICS,2016.12,7424.681,Dollars
BDCQ.SF1IICS,2017.03,7518.604,Dollars
BDCQ.SF1IICS,2017.06,7565.183,Dollars
BDCQ.SF1IICS,2017.09,7564.583,Dollars
BDCQ.SF1IICS,2017.12,7754.03,Dollars
BDCQ.SF1IICS,2018.03,7956.368,Dollars
BDCQ.SF1IICS,2018.06,7888.571,Dollars
BDCQ.SF1IICS,2018.09,8056.179,Dollars
BDCQ.SF1IICS,2018.12,8061.502,Dollars
BDCQ.SF1IICS,2019.03,8275.869,Dollars
BDCQ.SF1IICS,2019.06,8420.521,Dollars
BDCQ.SF1IICS,2019.09,8326.001,Dollars
BDCQ.SF1IICS,2019.12,8297.543,Dollars
BDCQ.SF1IICS,2020.03,7967.073,Dollars
BDCQ.SF1IICS,2020.06,5682.78,Dollars
BDCQ.SF1IICS,2020.09,6654.689,Dollars
BDCQ.SF1IICS,2020.12,6752.05,Dollars
BDCQ.SF1IICS,2021.03,7012.417,Dollars
BDCQ.SF1IICS,2021.06,7853.863,Dollars
BDCQ.SF1IICT,2016.06,7235.277,Dollars
BDCQ.SF1IICT,2016.09,7372.259,Dollars
BDCQ.SF1IICT,2016.12,7458.701,Dollars
BDCQ.SF1IICT,2017.03,7508.223,Dollars
BDCQ.SF1IICT,2017.06,7547.776,Dollars
BDCQ.SF1IICT,2017.09,7595.01,Dollars
BDCQ.SF1IICT,2017.12,7761.804,Dollars
BDCQ.SF1IICT,2018.03,7898.466,Dollars
BDCQ.SF1IICT,2018.06,7954.892,Dollars
BDCQ.SF1IICT,2018.09,7999.713,Dollars
BDCQ.SF1IICT,2018.12,8109.236,Dollars
BDCQ.SF1IICT,2019.03,8267.844,Dollars
BDCQ.SF1IICT,2019.06,8385.666,Dollars
BDCQ.SF1IICT,2019.09,8375.44,Dollars
BDCQ.SF1IICT,2019.12,8236.956,Dollars
BDCQ.SF1IICT,2020.03,8015.82,Dollars
BDCQ.SF1IICT,2020.06,,Dollars
BDCQ.SF1IICT,2020.09,,Dollars
BDCQ.SF1IICT,2020.12,,Dollars
BDCQ.SF1IICT,2021.03,7044.889,Dollars
BDCQ.SF1IICT,2021.06,,Dollars
BDCQ.SF1JJ1CA,2016.06,3497.474,Dollars
BDCQ.SF1JJ1CA,2016.09,3686.892,Dollars
BDCQ.SF1JJ1CA,2016.12,3726.496,Dollars
BDCQ.SF1JJ1CA,2017.03,3646.739,Dollars
BDCQ.SF1JJ1CA,2017.06,3605.416,Dollars
BDCQ.SF1JJ1CA,2017.09,3742.768,Dollars
BDCQ.SF1JJ1CA,2017.12,3687.847,Dollars
BDCQ.SF1JJ1CA,2018.03,3637.454,Dollars
BDCQ.SF1JJ1CA,2018.06,3706.952,Dollars
BDCQ.SF1JJ1CA,2018.09,3741.137,Dollars
BDCQ.SF1JJ1CA,2018.12,3752.926,Dollars
BDCQ.SF1JJ1CA,2019.03,3670.674,Dollars
BDCQ.SF1JJ1CA,2019.06,3830.499,Dollars
BDCQ.SF1JJ1CA,2019.09,3728.969,Dollars
BDCQ.SF1JJ1CA,2019.12,4045.656,Dollars
BDCQ.SF1JJ1CA,2020.03,3724.404,Dollars
BDCQ.SF1JJ1CA,2020.06,3515.44,Dollars
BDCQ.SF1JJ1CA,2020.09,3713.045,Dollars
BDCQ.SF1JJ1CA,2020.12,4000.303,Dollars
BDCQ.SF1JJ1CA,2021.03,3794.209,Dollars
BDCQ.SF1JJ1CA,2021.06,4041.381,Dollars
BDCQ.SF1JJ1CS,2016.06,3497.474,Dollars
BDCQ.SF1JJ1CS,2016.09,3686.892,Dollars
BDCQ.SF1JJ1CS,2016.12,3726.496,Dollars
BDCQ.SF1JJ1CS,2017.03,3646.739,Dollars
BDCQ.SF1JJ1CS,2017.06,3605.416,Dollars
BDCQ.SF1JJ1CS,2017.09,3742.768,Dollars
BDCQ.SF1JJ1CS,2017.12,3687.847,Dollars
BDCQ.SF1JJ1CS,2018.03,3637.454,Dollars
BDCQ.SF1JJ1CS,2018.06,3706.952,Dollars
BDCQ.SF1JJ1CS,2018.09,3741.137,Dollars
BDCQ.SF1JJ1CS,2018.12,3752.926,Dollars
BDCQ.SF1JJ1CS,2019.03,3670.674,Dollars
BDCQ.SF1JJ1CS,2019.06,3830.499,Dollars
BDCQ.SF1JJ1CS,2019.09,3728.969,Dollars
BDCQ.SF1JJ1CS,2019.12,4045.656,Dollars
BDCQ.SF1JJ1CS,2020.03,3724.404,Dollars
BDCQ.SF1JJ1CS,2020.06,3515.44,Dollars
BDCQ.SF1JJ1CS,2020.09,3713.045,Dollars
BDCQ.SF1JJ1CS,2020.12,4000.303,Dollars
BDCQ.SF1JJ1CS,2021.03,3794.209,Dollars
BDCQ.SF1JJ1CS,2021.06,4041.381,Dollars
BDCQ.SF1JJ1CT,2016.06,3542.287,Dollars
BDCQ.SF1JJ1CT,2016.09,3644.676,Dollars
BDCQ.SF1JJ1CT,2016.12,3686.664,Dollars
BDCQ.SF1JJ1CT,2017.03,3672.38,Dollars
BDCQ.SF1JJ1CT,2017.06,3663.181,Dollars
BDCQ.SF1JJ1CT,2017.09,3677.529,Dollars
BDCQ.SF1JJ1CT,2017.12,3684.742,Dollars
BDCQ.SF1JJ1CT,2018.03,3680.042,Dollars
BDCQ.SF1JJ1CT,2018.06,3698.186,Dollars
BDCQ.SF1JJ1CT,2018.09,3722.21,Dollars
BDCQ.SF1JJ1CT,2018.12,3735.352,Dollars
BDCQ.SF1JJ1CT,2019.03,3726.538,Dollars
BDCQ.SF1JJ1CT,2019.06,3771.942,Dollars
BDCQ.SF1JJ1CT,2019.09,3830.331,Dollars
BDCQ.SF1JJ1CT,2019.12,3868.647,Dollars
BDCQ.SF1JJ1CT,2020.03,3838.355,Dollars
BDCQ.SF1JJ1CT,2020.06,,Dollars
BDCQ.SF1JJ1CT,2020.09,3817.948,Dollars
BDCQ.SF1JJ1CT,2020.12,3876.424,Dollars
BDCQ.SF1JJ1CT,2021.03,3903.867,Dollars
BDCQ.SF1JJ1CT,2021.06,3941.931,Dollars
BDCQ.SF1JJCA,2016.06,3497.474,Dollars
BDCQ.SF1JJCA,2016.09,3686.892,Dollars
BDCQ.SF1JJCA,2016.12,3726.496,Dollars
BDCQ.SF1JJCA,2017.03,3646.739,Dollars
BDCQ.SF1JJCA,2017.06,3605.416,Dollars
BDCQ.SF1JJCA,2017.09,3742.768,Dollars
BDCQ.SF1JJCA,2017.12,3687.847,Dollars
BDCQ.SF1JJCA,2018.03,3637.454,Dollars
BDCQ.SF1JJCA,2018.06,3706.952,Dollars
BDCQ.SF1JJCA,2018.09,3741.137,Dollars
BDCQ.SF1JJCA,2018.12,3752.926,Dollars
BDCQ.SF1JJCA,2019.03,3670.674,Dollars
BDCQ.SF1JJCA,2019.06,3830.499,Dollars
BDCQ.SF1JJCA,2019.09,3728.969,Dollars
BDCQ.SF1JJCA,2019.12,4045.656,Dollars
BDCQ.SF1JJCA,2020.03,3724.404,Dollars
BDCQ.SF1JJCA,2020.06,3515.44,Dollars
BDCQ.SF1JJCA,2020.09,3713.045,Dollars
BDCQ.SF1JJCA,2020.12,4000.303,Dollars
BDCQ.SF1JJCA,2021.03,3794.209,Dollars
BDCQ.SF1JJCA,2021.06,4041.381,Dollars
BDCQ.SF1JJCS,2016.06,3497.474,Dollars
BDCQ.SF1JJCS,2016.09,3686.892,Dollars
BDCQ.SF1JJCS,2016.12,3726.496,Dollars
BDCQ.SF1JJCS,2017.03,3646.739,Dollars
BDCQ.SF1JJCS,2017.06,3605.416,Dollars
BDCQ.SF1JJCS,2017.09,3742.768,Dollars
BDCQ.SF1JJCS,2017.12,3687.847,Dollars
BDCQ.SF1JJCS,2018.03,3637.454,Dollars
BDCQ.SF1JJCS,2018.06,3706.952,Dollars
BDCQ.SF1JJCS,2018.09,3741.137,Dollars
BDCQ.SF1JJCS,2018.12,3752.926,Dollars
BDCQ.SF1JJCS,2019.03,3670.674,Dollars
BDCQ.SF1JJCS,2019.06,3830.499,Dollars
BDCQ.SF1JJCS,2019.09,3728.969,Dollars
BDCQ.SF1JJCS,2019.12,4045.656,Dollars
BDCQ.SF1JJCS,2020.03,3724.404,Dollars
BDCQ.SF1JJCS,2020.06,3515.44,Dollars
BDCQ.SF1JJCS,2020.09,3713.045,Dollars
BDCQ.SF1JJCS,2020.12,4000.303,Dollars
BDCQ.SF1JJCS,2021.03,3794.209,Dollars
BDCQ.SF1JJCS,2021.06,4041.381,Dollars
BDCQ.SF1JJCT,2016.06,3542.287,Dollars
BDCQ.SF1JJCT,2016.09,3644.676,Dollars
BDCQ.SF1JJCT,2016.12,3686.664,Dollars
BDCQ.SF1JJCT,2017.03,3672.38,Dollars
BDCQ.SF1JJCT,2017.06,3663.181,Dollars
BDCQ.SF1JJCT,2017.09,3677.529,Dollars
BDCQ.SF1JJCT,2017.12,3684.742,Dollars
BDCQ.SF1JJCT,2018.03,3680.042,Dollars
BDCQ.SF1JJCT,2018.06,3698.186,Dollars
BDCQ.SF1JJCT,2018.09,3722.21,Dollars
BDCQ.SF1JJCT,2018.12,3735.352,Dollars
BDCQ.SF1JJCT,2019.03,3726.538,Dollars
BDCQ.SF1JJCT,2019.06,3771.942,Dollars
BDCQ.SF1JJCT,2019.09,3830.331,Dollars
BDCQ.SF1JJCT,2019.12,3868.647,Dollars
BDCQ.SF1JJCT,2020.03,3838.355,Dollars
